t,x,y,z
0.0,30.0,10.0,10.0
0.3333333333333333,26.78411200523643,9.985578965564036,9.999984062101753
0.6666666666666666,23.89632818084935,9.941308943940411,9.999870902279856
1.0,21.29272395299206,9.86581497791793,9.999559167063175
1.3333333333333333,18.93995105529718,9.757973374921828,9.998943656973596
1.6666666666666665,16.812410566174066,9.617011600752157,9.997916338747737
2.0,14.890133447021181,9.442618146964552,9.996367703720962
2.333333333333333,13.157137791693389,9.235054387913614,9.994188494748796
2.6666666666666665,11.600125596387961,8.995256512929892,9.991271785678274
3.0,10.207445094863036,8.724911886018514,9.9875153559605
3.333333333333333,8.968285593409664,8.426492845951854,9.982824245776122
3.6666666666666665,7.872094904169034,8.103233134011282,9.977113321092412
4.0,6.908215941135815,7.75903851992434,9.970309645363107
4.333333333333333,6.065731192526744,7.398333893367458,9.962354437294461
4.666666666666666,5.333487202273933,7.025860878583106,9.95320442404883
5.0,4.700253360127928,6.646449703565788,9.942832468099983
5.333333333333333,4.154957934298803,6.264793738847622,9.931227427965633
5.666666666666666,3.6869440103302726,5.885252794834232,9.918393311155642
6.0,3.2861984614777002,5.5117037041830335,9.904347850115803
6.333333333333333,2.9435241225363717,5.147446418388288,9.889120677368409
6.666666666666666,2.6506433642683964,4.79516413348515,9.8727512863968
7.0,2.400235774211727,4.4569291362472505,9.855286942670007
7.333333333333333,2.185921646267794,4.134242236922729,9.83678068647694
7.666666666666666,2.0022066245100048,3.8280938309443693,9.817289506581584
8.0,1.8444024872893674,3.5390355953271784,9.796872746408956
8.333333333333332,1.7085366394608124,3.2672546045753537,9.775590761289125
8.666666666666666,1.5912595096210578,3.012644366926641,9.753503820160997
9.0,1.4897559982175372,2.77486925611973,9.73067123866166
9.333333333333332,1.4016644693816458,2.5534207647060696,9.707150716492121
9.666666666666666,1.3250049665388515,2.347665192637229,9.682997848003163
10.0,1.2581169521484574,2.1568830153205676,9.658265781359159
10.333333333333332,1.1996062349593455,1.980300763606555,9.633004995519112
10.666666666666666,1.1483002219913008,1.8171162916156487,9.607263174209814
11.0,1.1032105236099488,1.6665185101426645,9.581085152633042
11.333333333333332,1.0635018656470532,1.5277023871011908,9.554512924584243
11.666666666666666,1.0284663603458652,1.3998801810298107,9.527585691178182
12.0,0.9975022516594848,1.2822895706414172,9.500339942259707
12.333333333333332,0.9700963797846285,1.174199347830716,9.472809559617687
12.666666666666666,0.9458097118291945,1.074913146196884,9.445025936348843
13.0,0.9242653990326675,0.9837716778517973,9.417018104958855
13.333333333333332,0.9051389049313531,0.900153794194349,9.388812870865506
