t,x,y,z
0.0,30.0,10.0,10.0
0.25,27.79955306109348,9.992772722208954,9.999993999514583
0.5,25.754431074543124,9.97074310733103,9.999951587656094
0.75,23.849187525507165,9.933418055052277,9.999835271113925
1.0,22.071176771025456,9.880353555325797,9.99960647734171
1.25,20.410008495000927,9.811169915025046,9.999225698195387
1.5,18.857110096613688,9.725568571557309,9.998652674391618
1.75,17.40536880414272,9.62335027374095,9.997846621205198
2.0,16.048833797228504,9.504433953874214,9.996766502254097
2.25,14.78246401739515,9.368875668736544,9.99537134828276
2.5,13.601912182967183,9.216886496300345,9.993620622983803
2.75,12.503338633368767,9.04884829813563,9.991474627898802
3.0,11.483251531170877,8.865325803004147,9.988894943975128
3.25,10.538371565999421,8.667073753731373,9.985844894141684
3.5,9.665520775912178,8.455037663386404,9.982290017122203
3.75,8.861535683183206,8.230347304346706,9.978198529803622
4.0,8.123204887938359,7.994302194333447,9.973541765799634
4.25,7.447230807431671,7.74834932731559,9.968294564225692
4.5,6.830214247276118,7.494053794959777,9.962435594932959
4.75,6.268659402938452,7.233063890671356,9.95594759974322
5.0,5.758995726726361,6.96707257561845,9.948817543598215
5.25,5.29761232570626,6.697777774181469,9.94103666537128
5.5,4.880900101036736,6.4268438235072765,9.932600431334766
5.75,4.505296910217281,6.155866322095119,9.923508395437988
6.0,4.167331618205798,5.886342039185504,9.913763979168044
6.25,3.8636637064468515,5.619645101307877,9.903374183697599
6.5,3.591116188196506,5.357009935210194,9.892349252101807
6.75,3.3467006103183867,5.099520929314003,9.880702298206147
7.0,3.1276338626958426,4.848108281979491,9.868448918483004
7.25,2.9313472124780073,4.603549204337667,9.855606801413131
7.5,2.7554885075647717,4.366473487859503,9.842195345072621
7.75,2.5979186841291977,4.137372232953005,9.82823529800048
8.0,2.4567039516375933,3.9166089707649343,9.813748420270384
8.25,2.3301047809034143,3.7044320307480847,9.798757179174922
8.5,2.216562857564396,3.5009875625414475,9.783284475427614
8.75,2.1146868883300374,3.3063325539907127,9.76735340326942
9.0,2.023238006632188,3.1204473967314237,9.750987043827536
9.25,1.941115317515712,2.9432477616513446,9.73420828818165
9.5,1.867341985692321,2.774595515870181,9.717039690171829
9.75,1.8010521177313565,2.614308608364699,9.699503345634904
10.0,1.7414785906995176,2.4621698798605274,9.681620795712153
10.25,1.6879419373054634,2.3179348579330856,9.66341294924413
10.5,1.639840249074277,2.1813384997280227,9.644900025523503
10.75,1.5966401095786622,2.052101008033998,9.626101512316836
11.0,1.5578685114299615,1.9299328060582825,9.607036136605748
11.25,1.523105663391347,1.8145387106722504,9.587721847998493
11.5,1.4919786331550866,1.7056214272242625,9.568175811316674
11.75,1.464155753950191,1.6028844705315641,9.54841440585564
12.0,1.4393416801661212,1.506034493275157,9.528453233783516
12.25,1.4172730668687032,1.4147832087540857,9.508307131675926
12.5,1.397714773190169,1.3288489007996425,9.487990187074637
12.75,1.3804565333814607,1.24795759054407,9.467515758614322
13.0,1.3653100474595423,1.1718439327485288,9.44689649805171
13.25,1.3521064315825233,1.1002518688111205,9.426144374275776
13.5,1.3406939800692657,1.0329350616974462,9.40527069924934
13.75,1.3309362116536918,0.9696571828057684,9.384286153980549
14.0,1.3227101530707488,0.9101920499740924,9.363200815345571
14.25,1.3159048324566542,0.8543236488444117,9.342024183140897
14.5,1.3104199597839057,0.801846068910099,9.320765206703609
14.75,1.306164766406955,0.7525633651489906,9.299432311209086
