k,class,class_code,x_mean,x_min,x_max,x_amplitude,x_rel_amp,y_mean,y_min,y_max,y_amplitude,y_rel_amp,z_mean,z_min,z_max,z_amplitude,z_rel_amp
11.600000000000001,stable_coexistence,0,30.000000002295423,29.99999999751239,30.000000109840144,1.1232775420921826e-07,3.74425847335412e-09,0.19390726890608406,0.19390726836068625,0.1939072689441678,5.83481540861186e-10,3.0090751324221016e-09,0.19390726890597168,0.19390726835532934,0.19390726894416604,5.888367016204654e-10,3.0366922547189166e-09
11.8,stable_coexistence,0,30.000000002330225,29.99999999762088,30.00000010926987,1.1164899049731503e-07,3.7216330162880927e-09,0.1907343126128381,0.19073431206841826,0.19073431264935112,5.809328573747052e-10,3.045770052680077e-09,0.19073431261272594,0.19073431206317723,0.1907343126493495,5.861722773836675e-10,3.0732397823660102e-09
12.0,stable_coexistence,0,30.000000002362352,29.999999997721865,30.000000108633028,1.1091116292050174e-07,3.697038763725601e-09,0.18766360919469202,0.18766360865182957,0.18766360922975903,5.779294542929136e-10,3.079603215417947e-09,0.18766360919458017,0.18766360864670384,0.1876636092297585,5.830546601082176e-10,3.1069138156864004e-09
12.200000000000001,stable_coexistence,0,30.000000002391964,29.999999997816015,30.000000107935964,1.1011994871523711e-07,3.6706649568819005e-09,0.18469029036068887,0.18469028981989938,0.18469029039442325,5.745238729204516e-10,3.1107421608273957e-09,0.1846902903605774,0.18469028981488803,0.1846902903944219,5.795338653413751e-10,3.1378686135038687e-09
12.4,stable_coexistence,0,30.00000000241921,29.99999999790389,30.000000107184576,1.092806876101804e-07,3.6426895867122656e-09,0.18180979225839264,0.1818097917201326,0.18180979229089364,5.707610495342408e-10,3.1393306292493736e-09,0.18180979225828167,0.1818097917152345,0.181809792290893,5.756584930960429e-10,3.1662678117922866e-09
12.600000000000001,stable_coexistence,0,30.00000000244424,29.99999999798609,30.000000106384125,1.083980336602508e-07,3.6132677883806374e-09,0.17901783202623764,0.1790178314909119,0.1790178320575968,5.666848934549051e-10,3.1655220434791444e-09,0.17901783202612728,0.17901783148612582,0.17901783205759544,5.714696216241322e-10,3.1922497058322333e-09
12.8,stable_coexistence,0,30.000000002467182,29.999999998063007,30.000000105539538,1.0747653078624353e-07,3.582551025913491e-09,0.17631038648152178,0.17631038594948784,0.17631038651181996,5.623321253089841e-10,3.1894441191524255e-09,0.1763103864814121,0.17631038594481227,0.17631038651181924,5.670069691543489e-10,3.2159589713911928e-09
13.0,stable_coexistence,0,30.000000002488164,29.999999998135134,30.000000104655218,1.0652008342049157e-07,3.5506694470552307e-09,0.17368367272035803,0.17368367219193073,0.17368367274966895,5.577382167221145e-10,3.21122997911327e-09,0.1736836727202491,0.17368367218736416,0.1736836727496684,5.623042309554904e-10,3.237519233377717e-09
13.200000000000001,stable_coexistence,0,30.00000000250731,29.99999999820292,30.00000010373524,1.0553231888366099e-07,3.517743962494697e-09,0.17113413043229864,0.17113412990775406,0.171134130460689,5.529349478283763e-10,3.2310033447542856e-09,0.17113413043219047,0.17113412990329474,0.17113413046068804,5.573932981839391e-10,3.257055134333915e-09
13.4,stable_coexistence,0,30.000000002524732,29.99999999826658,30.000000102783336,1.045167543622938e-07,3.4838918117832633e-09,0.16865840575528507,0.16865840523486503,0.1686584057828155,5.479504627814435e-10,3.248877281435288e-09,0.16865840575517774,0.1686584052305112,0.1686584057828143,5.523030921494865e-10,3.2746846483963503e-09
13.600000000000001,stable_coexistence,0,30.0000000025405,29.999999998326476,30.00000010180291,1.0347643453201272e-07,3.449214484108333e-09,0.16625333651655932,0.1662533360004741,0.16625333654328456,5.428104632443365e-10,3.264959817454657e-09,0.16625333651645283,0.16625333599622394,0.16625333654328336,5.47059425537455e-10,3.290516972471788e-09
13.8,stable_coexistence,0,30.000000002554764,29.999999998382965,30.0000001007971,1.024141340622009e-07,3.4138044684493145e-09,0.1639159387226096,0.16391593821104117,0.16391593874857974,5.375385692119039e-10,3.279355097502521e-09,0.16391593872250407,0.1639159382068928,0.16391593874857868,5.41685890587118e-10,3.304656611241104e-09
14.0,stable_coexistence,0,30.00000000256758,29.99999999843622,30.000000099768705,1.0133248551369434e-07,3.377749516834056e-09,0.16164339417647924,0.16164339366958438,0.16164339420173965,5.321552642989502e-10,3.2921559647401967e-09,0.1616433941763747,0.1616433936655359,0.16164339420173887,5.362029709132798e-10,3.31719692997913e-09
14.200000000000001,stable_coexistence,0,30.000000002579057,29.99999999848649,30.000000098720374,1.0023388341551254e-07,3.341129446896519e-09,0.1594330391141324,0.15943303861204475,0.15943303913872497,5.266802272085869e-10,3.3034572390704543e-09,0.15943303911402879,0.15943303860809419,0.15943303913872456,5.306303729746276e-10,3.3282334447323042e-09
