k1,k2,x_mean,x_min,x_max,x_amp,relative_amp_x,y_mean,y_min,y_max,y_amp,relative_amp_y,z_mean,z_min,z_max,z_amp,relative_amp_z,class
0.3,0.8,50.496055755333714,7.658569809275964,74.48466542653387,66.8260956172579,1.3233923841704802,0.6798422115905005,0.0060522436343299,3.949866110607821,3.943813866973491,5.801072366102542,2.180647349106488,1.1505253547730645,3.5190578568617443,2.36853250208868,1.086160264775545,oscillatory_coexistence
0.3,0.9,51.44775682878859,9.83683204676228,74.37010210106094,64.53327005429865,1.25434565143541,0.6728330775402567,0.0092695941413777,3.595295285868598,3.58602569172722,5.329740483080416,2.078026226687604,1.1276316020807746,3.3103418626609518,2.1827102605801767,1.0503766663515068,oscillatory_coexistence
0.3,1.0,52.14249797005326,11.57870159533112,74.26022538074938,62.68152378541826,1.202119695558441,0.6676651327919737,0.0124629601688445,3.3468894234603965,3.334426463291552,4.994159945634714,1.980855374435068,1.0985283234668584,3.137776273730073,2.0392479502632144,1.029478465000894,oscillatory_coexistence
0.3,1.1,52.80556838712476,13.09066548845662,74.15064400039047,61.05997851193385,1.156317039602599,0.6632835648802828,0.015722784136269,3.161046845084215,3.145324060947946,4.74205034992976,1.8879749592575203,1.0704086282771652,2.9873252407142106,1.9169166124370451,1.015329468771075,oscillatory_coexistence
0.3,1.2000000000000002,53.67040154649376,14.42555924910878,74.04212188833851,59.61656263922973,1.1107903224384077,0.6587267293512594,0.0189776098626564,3.0067283647075445,2.987750754844888,4.535645240603504,1.7983672145720928,1.0432424731732437,2.856516044393647,1.8132735712204036,1.008288828069438,oscillatory_coexistence
0.3,1.3,54.82041977500903,15.581441225812776,73.96589972010082,58.38445849428805,1.065012977534745,0.6482802799307783,0.0221941890492828,2.879024728137593,2.8568305390883104,4.406783034321125,1.7135073498682865,1.0171700581986147,2.74025247716368,1.7230824189650649,1.005587994178437,oscillatory_coexistence
0.3,1.4,56.00948736726141,16.59725773444883,73.89567826772095,57.29842053327212,1.0230127649188785,0.6135031947633808,0.0253084904214915,2.7720479636699857,2.746739473248494,4.477139641144647,1.6433038375221638,0.9921362661194216,2.6376164582119204,1.6454801920924986,1.0013243774642522,oscillatory_coexistence
0.3,1.5,56.84169304816648,17.503488225332834,73.81077309837465,56.30728487304182,0.9905983065164368,0.5666064123260172,0.0263729491987555,2.680597284682284,2.6542243354835287,4.684423398215341,1.5959167093977715,0.9685486534319286,2.545654788294133,1.5771061348622042,0.9882133106159068,oscillatory_coexistence
0.3,1.6,57.20843655941855,18.31842487545655,73.73184107475265,55.4134161992961,0.9686231530159184,0.5439127284702339,0.0288348064493408,2.601342922892691,2.57250811644335,4.729633968438015,1.5626359712514435,0.9463628701729828,2.4616605822765414,1.5152977121035585,0.9697061503640264,oscillatory_coexistence
0.3,1.7000000000000002,57.28501602250902,19.05568012051489,73.65468236296412,54.59900224244924,0.953111407370379,0.5374939751686257,0.0312831401601511,2.5316426258659157,2.500359485705764,4.651883744216268,1.5355122921475155,0.925429561140216,2.3857399456276105,1.4603103844873944,0.9510248742093118,oscillatory_coexistence
0.3,1.8,57.17708993618212,19.731336234560143,73.58293397149359,53.85159773693344,0.9418387294113544,0.5366891276540379,0.0335985121806669,2.46863516585796,2.435036653677293,4.5371454874011095,1.511434472378636,0.9052427970598832,2.316676330557926,1.4114335334980428,0.9338370662380424,oscillatory_coexistence
