t,x,y
0,5.0,2.0
1,3.9798976156415518,1.764993805169191
2,3.431077603769063,1.5339492896353395
3,3.1455516401297134,1.3222195593616926
4,3.039883798639795,1.13484387164918
5,3.0815733607224605,0.972479134188173
6,3.2652773746248696,0.8338655846003716
7,3.6037045827071585,0.7169824622836216
8,4.122587594287101,0.6196203483964589
9,4.8539551343837095,0.5396634816121755
10,5.822284256848938,0.47520918193505374
11,7.019775138509973,0.4245752909942792
12,8.376585456821658,0.38621182216908445
13,9.751020520518601,0.358538039892878
14,10.970612659135927,0.339780584881616
15,11.911900171741353,0.3279493778313777
16,12.550403573402715,0.32103102295161906
17,12.939832159867482,0.3172829037594876
18,13.158546584494378,0.31541565199963395
19,13.273297983780138,0.31458977796630144
20,13.329371107402634,0.31430660787776127
21,13.354032263621313,0.3142879281259884
22,13.362637417769273,0.31438552463499886
23,13.363484939047616,0.31452374671069877
24,13.360919364900314,0.3146660298237348
25,13.357139896416285,0.3147962625718884
26,13.353207269788067,0.31490869590182524
27,13.349590773260196,0.3150025870271978
28,13.34646081123112,0.31507941342885265
29,13.343843252952993,0.31514146250829905
30,13.34169952351379,0.3151911480962294
31,13.33996714700077,0.31523070481454274
32,13.338579437923578,0.3152620741016218
33,13.337474356752521,0.31528688354496714
34,13.33659786350028,0.3153064683087459
35,13.3359045857941,0.315321908598947
36,13.335357268627726,0.3153340704169801
37,13.33492575333381,0.31534364379861823
38,13.334585852502958,0.3153511762814606
39,13.33431828865911,0.31535710108801923
40,13.334107762798894,0.31536176031228114
41,13.333942168761398,0.3153654237151514
42,13.333811946258338,0.31536830381294384
43,13.333709556111375,0.3153705679112661
44,13.333629058823186,0.31537234766015554
45,13.333565778381082,0.3153737466178883
46,13.333516035267303,0.31537484622578915
47,13.333476935088859,0.3153757105208884
48,13.333446201600607,0.3153763898492053
49,13.333422044995894,0.3153769237894572
50,13.333403058124942,0.31537734345390506
51,13.333388134779511,0.3153776732983708
52,13.333376405385552,0.3153779325457662
53,13.333367186413943,0.3153781363054537
54,13.333359940593347,0.31537829645331644
55,13.333354245624461,0.3153784223236266
56,13.333349769582323,0.3153785212529228
57,13.33334625157886,0.3153785990075309
58,13.33334348656169,0.31537866011960947
59,13.33334131336512,0.31537870815128644
60,13.333339605317802,0.31537874590227044
