k_fear,alpha_mem,x_mean,y_mean,z_mean,x_min,x_max,y_min,y_max,z_min,z_max,x_amp,y_amp,z_amp,relative_amp_x,relative_amp_y,class,class_code
4.4,0.01,30.49155876839547,0.4612655225638544,0.47755614293831805,24.675792149992752,37.097194000991564,0.17922308215129276,0.7191670190044963,0.3653880763520984,0.6151468511822367,12.421401850998812,0.5399439368532035,0.24975877483013825,0.4073718219966242,1.1705707676803156,oscillatory_coexistence,1
4.6000000000000005,0.01,30.318796523508315,0.4374292916663564,0.46265581929148986,21.390057888889498,37.23931404860138,0.16852557474494279,0.696718010161229,0.34825775589444524,0.6690877745684793,15.849256159711882,0.5281924354162862,0.3208300186740341,0.5227534723359585,1.2074921489664454,oscillatory_coexistence,1
4.800000000000001,0.01,30.0781796512102,0.42076680603771066,0.4504229424052568,19.006727691930912,37.373411960860395,0.15890329524933772,0.6756872328357403,0.3326006296449255,0.688339550407017,18.366684268929482,0.5167839375864025,0.3557389207620915,0.610631510347731,1.2281955947324854,oscillatory_coexistence,1
5.0,0.01,29.83044523595899,0.41713917808405504,0.43903119868210266,18.874220193581653,37.50027914387191,0.1502124628913343,1.290552371541252,0.3182400390651446,0.6668369921306175,18.626058950290254,1.1403399086499175,0.34859695306547295,0.6243976180361172,2.73371567227234,oscillatory_coexistence,1
5.2,0.01,29.732038685154812,0.427628459885268,0.4255260395069878,18.901477964853502,37.6201959061395,0.1423302507805095,1.6447282714400502,0.3050240411468975,0.6464678675245398,18.718717941286,1.5023980206595406,0.34144382637764226,0.629580707179411,3.5133256122829577,oscillatory_coexistence,1
5.4,0.01,29.987756235916027,0.4348061447701952,0.4084016812976004,18.92597882499747,51.23176636407576,0.13515372774127857,1.592047918323099,0.19143271959194286,0.6273236788240376,32.305787539078295,1.4568941905818205,0.43589095923209475,1.0772992579012934,3.3506752563224955,oscillatory_coexistence,1
5.6000000000000005,0.01,30.698172275649924,0.42814595453196325,0.389252503226603,18.94822414918714,72.88070164081562,0.12860126262485366,1.5426286944874035,0.07388526171941866,0.6092966381819777,53.932477491628475,1.4140274318625499,0.535411376462559,1.7568628193023226,3.3026761479155424,oscillatory_coexistence,1
5.800000000000001,0.01,31.77483958279231,0.41290269536425495,0.37005696406200805,18.96864314796273,87.90229476296506,0.12259485477309233,1.4962364544715177,0.026364209732905687,0.5922933826861724,68.93365161500233,1.3736415996984253,0.5659291729532667,2.1694413731149487,3.326792523074469,oscillatory_coexistence,1
6.0,0.01,33.03579158209304,0.39500232506579064,0.35175357844088717,18.98669787675294,95.19436824914291,0.06735694708349581,1.4526093756297223,0.009326790236216225,0.5762283555365596,76.20767037238997,1.3852524285462264,0.5669015653003434,2.306821381380061,3.5069475307822433,oscillatory_coexistence,1
6.2,0.01,34.35218693563929,0.3771351067335044,0.3345931675538705,19.003642518855024,98.1423765261366,0.024264587080285158,1.411459341557537,0.0033767987289392144,0.5610255946442387,79.13873400728158,1.3871947544772518,0.5576487959152995,2.303746604417065,3.678243498698755,oscillatory_coexistence,1
6.4,0.01,35.667099642445706,0.36018823128227473,0.3185599325724165,19.01867187907726,99.26290800255715,0.008907138052900583,1.3725833923355648,0.001278064269111164,0.5466160075646926,80.2442361234799,1.3636762542826641,0.5453379432955815,2.249811084386094,3.786010024325818,oscillatory_coexistence,1
6.6000000000000005,0.01,36.961209391681166,0.3443559556763753,0.3035590937966,19.03252370105708,99.68564327527501,0.0033489462526050838,1.3357914647623255,0.0005213361787041998,0.5329364663020739,80.65311957421792,1.3324425185097204,0.5324151301233697,2.18210174671309,3.8693755590452943,oscillatory_coexistence,1
6.800000000000001,0.01,38.22970880305697,0.3295935973153567,0.2894839192599295,19.04525517483331,99.84688325834844,0.0012908446974358,1.3009207410891437,0.00024152445056221675,0.5199255983915132,80.80162808351513,1.299629896391708,0.519684073940951,2.113582096577514,3.943128467827222,oscillatory_coexistence,1
7.0,0.01,39.47251051612686,0.31578147030576414,0.2762379317333855,19.056894944814875,99.90917735937882,0.0005098163850682113,1.2679137800491465,0.00013539453878627558,0.5075523872395973,80.85228241456394,1.2674039636640781,0.507416992700811,2.048318725041037,4.013547604401442,oscillatory_coexistence,1
7.2,0.01,40.690608435048546,0.30278439679409846,0.26374133826251595,19.067807269891276,99.93330576044237,0.00020611766807745842,1.2365148974064497,9.413417324987663e-05,0.4957566971228736,80.86549849055109,1.2363087797383723,0.49566256294962374,1.9873258621735481,4.083132396597743,oscillatory_coexistence,1
7.4,0.01,41.88481044421762,0.2904745462398714,0.2519317121538005,19.077407743306953,99.94238636796041,8.521599945143713e-05,1.2066386179348425,7.770908555005605e-05,0.48449855869759595,80.86497862465346,1.2065534019353912,0.4844208496120459,1.9306516555052307,4.15373194501826,low_density_risk,4
7.6000000000000005,0.01,43.0553597870699,0.2787411970295211,0.24076240866235046,19.08643028606658,99.94736904842611,3.5989806266595606e-05,1.1781344418460118,6.907496799579193e-05,0.4737532616278517,80.86093876235952,1.1780984520397453,0.4736841866598559,1.8780690525466535,4.226495633190339,low_density_risk,4
7.800000000000001,0.01,44.20189911896298,0.2674958732874182,0.23019994272151045,19.094993283584586,99.95182022820327,1.5511709388940813e-05,1.151006616072141,6.161121659302106e-05,0.4634749046039192,80.85682694461869,1.150991104362752,0.4634132933873262,1.8292613791774528,4.30283686328774,low_density_risk,4
8.0,0.01,45.32357805202366,0.25667577172805983,0.22022076362963208,19.102427774253563,99.95580794804059,6.816424873002386e-06,1.125118055853194,5.5099319114556674e-05,0.4536340634464162,80.85338017378703,1.125111239428321,0.45357896412730164,1.7839143255852281,4.38339478576092,low_density_risk,4
8.200000000000001,0.01,46.41923246637987,0.24624593606090664,0.21080762763958577,19.10959969641412,99.95938894578617,3.0513453966690237e-06,1.100361348893765,4.940047882809778e-05,0.44421148848586156,80.84978924937205,1.1003582975483683,0.44416208800703344,1.7417304197764907,4.468533837129951,low_density_risk,4
8.4,0.01,47.487607793749405,0.23619934939383444,0.20194579540492438,19.11591436138878,99.96261181540468,1.390302142450099e-06,1.076651220318125,4.4396511259178595e-05,0.4351705314204723,80.84669745401591,1.0766498300159826,0.4351261349092131,1.7024798933892753,4.558225214313517,low_density_risk,4
8.6,0.01,48.52760685477739,0.226553695573492,0.19361942182627023,19.121932405389018,99.96551970934188,6.442853468196954e-07,1.0540253159692774,3.999210062291934e-05,0.426499228220885,80.84358730395286,1.0540246716839305,0.42645923612026204,1.665929818997295,4.6524276243260925,low_density_risk,4
8.8,0.01,49.53853564880077,0.21734412141264364,0.18580862971111917,19.127603324514876,99.9681483452562,3.0345037440853327e-07,1.0322791395113875,3.6103996895886366e-05,0.41816449552990265,80.84054502074132,1.0322788360610131,0.41812839153300674,1.6318719147019574,4.749513487399123,low_density_risk,4
9.0,0.01,50.52031053688985,0.20861276979360835,0.17848774095824346,19.132696255216988,99.97052974833831,1.45159642310727e-07,1.0114281716495348,3.266284587091024e-05,0.41015596034982205,80.83783349312132,1.0114280264898925,0.41012329750395116,1.6001056334381012,4.848351457514817,low_density_risk,4
9.200000000000001,0.01,51.47358781937996,0.2003973952597845,0.17162492299021886,19.137467242875896,99.97269110957578,7.048213937767752e-08,0.9914096973935811,2.960945220092753e-05,0.40244637533086536,80.83522386669988,0.9914096269114417,0.40241676587866443,1.5704214003956336,4.947218129363827,low_density_risk,4
9.4,0.01,52.39978762626372,0.1927220003440242,0.165183159702229,19.14197724796682,99.97465679307895,3.47160086911622e-08,0.9721537049873479,2.689388465990742e-05,0.3950271539451887,80.83267954511213,0.9721536702713391,0.3950002600605288,1.5426146403806373,5.044331568429772,low_density_risk,4
9.600000000000001,0.01,53.30100685256128,0.18559166443022232,0.1591221344409276,19.145874429768643,99.97644750651935,1.7336269421638132e-08,0.953660320091127,2.4473052916429706e-05,0.3878741327409292,80.83057307675071,0.9536603027548576,0.38784965968801277,1.516492423873697,5.138486718557722,low_density_risk,4
9.8,0.01,54.17984223665719,0.17899206630651524,0.15340046190565737,19.14982533122416,99.97808237853219,8.772597617679183e-09,0.935849778769607,2.231065159136768e-05,0.3809796364237074,80.82825704730803,0.9358497699970093,0.38095732577211605,1.491851096469592,5.228442742200559,low_density_risk,4
10.0,0.01,55.03916395373876,0.1728926379870226,0.14797776245171554,19.153241864042325,99.97957653336292,4.496058021369229e-09,0.918648945738628,2.0373992311869183e-05,0.37433063215625534,80.82633466932059,0.91864894124257,0.3743102581639435,1.4685240265868658,5.313406932377369,low_density_risk,4
10.200000000000001,0.01,55.88188536638286,0.16725154995024114,0.14281626249811102,19.15642114447776,99.98094478269894,2.3327226262710765e-09,0.9021312800060352,1.8636771102811953e-05,0.36790654157364566,80.82452363822118,0.9021312776733125,0.36788790480254285,1.446345682653752,5.393858998235358,low_density_risk,4
10.4,0.01,56.710766041423845,0.16202086374377198,0.1378818174498038,19.15941215095425,99.98219925214188,1.2246985907231232e-09,0.8861855502228012,1.7074672706490508e-05,0.3617038762146512,80.82278710118763,0.8861855489981026,0.3616868015419447,1.425175372206222,5.469576747807565,low_density_risk,4
10.600000000000001,0.01,57.528268821393475,0.15715079646214583,0.13314441022930354,19.16229339345336,99.98335202589726,6.503512142759925e-10,0.8708161496234363,1.566806423577459e-05,0.35570599626677596,80.82105863244391,0.8708161489730851,0.3556903282025402,1.4048929385197657,5.541277349983424,low_density_risk,4
