k_fear,alpha_mem,stable_theory,A1,A2,A3,rh_margin
10.200000000000001,0.011019741482726822,True,0.15772773342584506,0.0019458849503512998,9.182740854563973e-05,0.0002150926141807338
10.4,0.011019741482726822,True,0.1577885852420333,0.0019404703400156121,9.173469503177295e-05,0.00021444937462341776
10.600000000000001,0.011019741482726822,True,0.1578472259238812,0.0019352524769851835,9.16453297996927e-05,0.00021382890515473827
10.8,0.011019741482726822,True,0.15790377395372784,0.0019302208186707873,9.155913451511398e-05,0.0002132300173170575
11.0,0.011019741482726822,True,0.1579583394897439,0.0019253655631699274,9.147594329848993e-05,0.00021265160397056741
11.200000000000001,0.011019741482726822,True,0.15801102508496703,0.0019206775852868639,9.139560165547527e-05,0.00021209263245342133
11.4,0.011019741482726822,True,0.15806192633301033,0.0019161483790771099,9.131796551583057e-05,0.0002115521384209727
11.600000000000001,0.011019741482726822,True,0.15811113244903455,0.0019117700061526406,9.124290036814165e-05,0.0002110292202867501
11.8,0.011019741482726822,True,0.15815872679342924,0.0019075350490844346,9.117028047938615e-05,0.0002105230341976496
12.0,0.011019741482726822,True,0.1582047873446979,0.001903436569325108,9.109998818978863e-05,0.00021003278948441138
12.200000000000001,0.011019741482726822,True,0.15824938712720443,0.001899468069147839,9.103191327461998e-05,0.0002095577445357199
12.4,0.011019741482726822,True,0.15829259459873612,0.0018956234571610951,9.096595236563538e-05,0.00020909720305062047
12.600000000000001,0.011019741482726822,True,0.15833447400221545,0.0018918970170129262,9.090200842574681e-05,0.00020865051062935532
12.8,0.011019741482726822,True,0.158375085685384,0.0018882833789457948,9.083999027129518e-05,0.0002082170516675315
13.0,0.011019741482726822,True,0.158414486391799,0.0018847774939032013,9.077981213696558e-05,0.00020779624652253215
13.200000000000001,0.011019741482726822,True,0.15845272952611805,0.0018813746099249982,9.07213932789635e-05,0.0002073875489247881
13.4,0.011019741482726822,True,0.15848986539627158,0.0018780702505984868,9.066465761258485e-05,0.00020699044360951137
13.600000000000001,0.011019741482726822,True,0.15852594143485071,0.0018748601953594221,9.060953338074619e-05,0.00020660444414733432
13.8,0.011019741482726822,True,0.15856100240175866,0.001871740461460102,9.055595285043335e-05,0.00020622909095461075
14.0,0.011019741482726822,True,0.1585950905699496,0.0018687072874421186,9.050385203436086e-05,0.0002058639494662468
14.200000000000001,0.011019741482726822,True,0.15862824589588326,0.0018657571179692745,9.04531704354318e-05,0.00020550860845579275
14.4,0.011019741482726822,True,0.1586605061761448,0.0018628865898917782,9.040385081184564e-05,0.00020516267848913618
14.600000000000001,0.011019741482726822,True,0.15869190719151438,0.0018600925194264886,9.035583896093639e-05,0.00020482579049952207
14.8,0.011019741482726822,True,0.15872248283965704,0.0018573718903504136,9.030908352001567e-05,0.00020449759447298922
15.0,0.011019741482726822,True,0.15875226525745922,0.0018547218431150825,9.026353578268329e-05,0.00020417775823432596
15.200000000000001,0.011019741482726822,True,0.1587812849339473,0.0018521396647990832,9.02191495292192e-05,0.00020386596632470972
15.4,0.011019741482726822,True,0.15880957081462124,0.0018496227798243704,9.017588086981346e-05,0.0002035619189630415
15.600000000000001,0.011019741482726822,True,0.15883715039795585,0.0018471687413694157,9.013368809951432e-05,0.00020326533108378235
15.8,0.011019741482726822,True,0.15886404982475366,0.0018447752234189978,9.009253156388296e-05,0.00020297593144482376
16.0,0.011019741482726822,True,0.15889029396094617,0.0018424400133960233,9.00523735344469e-05,0.00020269346179945685
16.2,0.011019741482726822,True,0.15891590647441306,0.0018401610053264562,9.001317809312474e-05,0.00020241767612719631
16.400000000000002,0.011019741482726822,True,0.15894090990630683,0.0018379361934927252,8.997491102487879e-05,0.00020214833991858897
16.6,0.011019741482726822,True,0.1589653257373409,0.0018357636665354104,8.993753971791958e-05,0.0002018852295096572
16.8,0.011019741482726822,True,0.15898917444945002,0.001833641601966661,8.990103307084908e-05,0.00020162813146199735
