x_mean,x_min,x_max,x_amp,relative_amp_x,y_mean,y_min,y_max,y_amp,relative_amp_y,z_mean,z_min,z_max,z_amp,relative_amp_z,k_fear,alpha_mem,class
3.6509121626830967,1.416088941148901,6.154899159943969,4.738810218795067,1.2979797945374736,0.31135791811490493,0.10449901408623641,0.6395144013088987,0.5350153872226623,1.7183291514157013,0.3114142572437174,0.10449930895501179,0.6395174721621116,0.5350181632070998,1.718027196123743,0.0,10.0,oscillatory_coexistence
3.4661161840729475,1.9432655732339905,5.023431415693773,3.080165842459783,0.8886504891591566,0.2934589338669625,0.15660183138546,0.4809953714198332,0.32439354003437315,1.105413748215719,0.2934595379159322,0.15660365222188452,0.4810010268429942,0.3243973746211096,1.1054245396956046,0.2,10.0,oscillatory_coexistence
3.3177746296938295,2.324996261910571,4.331664474984842,2.0066682130742706,0.6048235450093983,0.2780479290177746,0.18622032033663602,0.3887621819705907,0.20254186163395468,0.7284422593929066,0.27805065226764464,0.1862189468259793,0.38874976975585884,0.20253082292987953,0.728395424637235,0.4,10.0,oscillatory_coexistence
3.2606725085382045,2.587904278032051,3.933526621486101,1.3456223434540497,0.4126824573550609,0.2599630789762292,0.1995642411846689,0.3304142586272179,0.130850017442549,0.5033407742259064,0.2599690139769276,0.19956700077661482,0.3304141043295584,0.1308471035529436,0.5033180745304248,0.6000000000000001,10.0,oscillatory_coexistence
3.241699727903342,2.7643181757969826,3.701819904183276,0.9375017283862936,0.2892006685000277,0.24389247752617432,0.2031859151982882,0.2912278501855708,0.0880419349872826,0.3609866769157447,0.24389771637628663,0.20318763340214094,0.2912269731081495,0.08803933970600855,0.36096828217046545,0.8,10.0,oscillatory_coexistence
3.2356932529733005,2.883832907234385,3.560958490202122,0.677125582967737,0.209267544859301,0.23008752484097703,0.20169201366481598,0.263237544169942,0.06154553050512601,0.267487472636316,0.2300913709266674,0.2016932565947195,0.2632350314293084,0.061541774834588864,0.2674666789391916,1.0,10.0,oscillatory_coexistence
3.2344029626936974,2.966617896735247,3.5183418029263036,0.5517239061910568,0.1705798295866622,0.21813397792598807,0.19766689821091793,0.24214805413234158,0.044481155921423654,0.20391667700807256,0.21813645353434286,0.1976676118007241,0.2421488863937314,0.0444812745930073,0.20391490680305005,1.2000000000000002,10.0,oscillatory_coexistence
3.23489830178392,3.0254177960936874,3.4892335487909536,0.46381575269726616,0.14337877405337487,0.2076504915986356,0.1924779588845976,0.22555587910505456,0.03307792022045697,0.1592961324851254,0.20765178430436718,0.1924786614057912,0.22555651389578854,0.03307785248999734,0.15929481463715203,1.4000000000000001,10.0,oscillatory_coexistence
3.235994718782795,3.0681936587631813,3.456416568666868,0.3882229099036869,0.11997019267373689,0.1983510771534017,0.18683931561915468,0.2120428728995506,0.025203557280395916,0.12706539153693028,0.1983514139331162,0.18683923023137466,0.21204321971451706,0.025203989483142397,0.1270673547682099,1.6,10.0,oscillatory_coexistence
3.237171287392222,3.100014612985647,3.4224269919553896,0.3224123789697426,0.09959694756509772,0.19002464167641742,0.1811243817486533,0.20073184036702926,0.019607458618375956,0.1031837684065272,0.19002424741574048,0.18112470000074415,0.20073186111343802,0.019607161112693866,0.10318241687174572,1.8,10.0,oscillatory_coexistence
3.2381982121420387,3.1241715126308556,3.3915832174165104,0.2674117047856548,0.08258040035439393,0.18251217556808869,0.17552596570382623,0.19105550017426584,0.015529534470439615,0.08508766290258274,0.18251125462542842,0.17552635278262688,0.19105545288058154,0.015529100097954662,0.08508571227423901,2.0,10.0,oscillatory_coexistence
3.2389867114381956,3.1428250922132586,3.3674128580535077,0.2245877658402491,0.0693388969602956,0.1756906686438041,0.17013894750800365,0.18263191520875116,0.01249296770074751,0.07110774748091311,0.17568939641578193,0.17013919918550952,0.18263199714121328,0.012492797955703766,0.07110729623128495,2.2,10.0,oscillatory_coexistence
3.23951925154419,3.1574691647229223,3.3482191169792497,0.1907499522563274,0.05888217894224374,0.1694625695352658,0.1638189201589043,0.17519462795662047,0.011375707797716156,0.06712814416095407,0.1694610900458238,0.16378386408863777,0.17519453541146826,0.011410671322830496,0.0673350520740638,2.4000000000000004,10.0,oscillatory_coexistence
3.239813653894295,3.169122315696753,3.332755738971474,0.16363342327472097,0.050507047859984514,0.1637488865300325,0.15812558146001196,0.16855172796880946,0.010426146508797501,0.06367155667236622,0.1637473134192624,0.15810057499271274,0.16855162751762917,0.010451052524916432,0.0638242686650589,2.6,10.0,oscillatory_coexistence
3.239903582047398,3.1785212827732803,3.320133072009465,0.14161178923618456,0.04370864306605441,0.15848457439904623,0.15312259241884257,0.16256047545124924,0.009437883032406669,0.05955079898554414,0.15848299406209096,0.15310586078627983,0.16256021579965738,0.009454355013377547,0.05965532812696506,2.8000000000000003,10.0,oscillatory_coexistence
