t,x,y,z
0.0,20.0,4.0,1.5
0.25,15.439746583915516,4.802467410535318,1.6584132358939407
0.5,10.795868065246225,5.425095242171409,1.8579141256963663
0.75,6.758514294754301,5.670479844609301,2.097131892157392
1.0,3.8733174124347487,5.433084983142505,2.3673565568767025
1.25,2.1718749164630515,4.793683638566603,2.6522286676476092
1.5,1.2878309334393783,3.947035481275861,2.930695860205054
1.75,0.8489114554024431,3.0704459822953285,3.181459373237995
2.0,0.6322155146197393,2.276990452751428,3.387390887614149
2.25,0.5287054135734314,1.6225980227580175,3.5391038686840246
2.5,0.4880684064825838,1.1206872936283205,3.636175897150356
2.75,0.48719462350256754,0.7570584260051001,3.6852895820546827
3.0,0.5155741278538722,0.5045238555988,3.696608727612826
3.25,0.5688464180169447,0.33412387026197915,3.6804904881789704
3.5,0.6459457980703293,0.22114630235530996,3.64564312503974
3.75,0.7478268859915662,0.14690668704333704,3.5986086447715433
4.0,0.8769017260610228,0.09825431140601938,3.543975327598553
4.25,1.0368112654841124,0.06631836761909313,3.484829967228376
4.5,1.2323641951613253,0.04525860529681559,3.4231987977902083
4.75,1.4695663849072151,0.03127848881282321,3.360393330818924
5.0,1.7557026576422823,0.02192300344745511,3.2972557524819135
5.25,2.099448466736264,0.015605413710869931,3.2343241561682397
5.5,2.5109943262959105,0.011297512549337266,3.1719407109944284
5.75,3.002165633697974,0.00832994448405436,3.1103214597603572
6.0,3.586516900525405,0.006264374704346324,3.0496010783549816
6.25,4.279373321779576,0.004811802319169367,2.989861546240449
6.5,5.097784741363605,0.0037802889548032756,2.9311505500700665
6.75,6.06034834240827,0.003041396160329423,2.873493347262964
7.0,7.1868483941578365,0.002508534644682851,2.8169004572335963
7.25,8.4976567480694,0.0021229218217804066,2.761372681441654
7.5,10.012840380498837,0.0018444219600294207,2.7069044049296376
7.75,11.750937159276647,0.001645538105293637,2.653485786025034
8.0,13.72739361711155,0.0015074527443842043,2.601104222484715
8.25,15.952712808967165,0.0014174116390228315,2.549745343992541
8.5,18.430436004794576,0.0013669976823273045,2.4993936931813363
8.75,21.155170696672215,0.0013510034988438693,2.450033201245176
9.0,24.11096004646689,0.0013667158273187312,2.401647528444558
9.25,27.27033727531159,0.0014134932830764384,2.354220316756538
9.5,30.594387927239907,0.0014925650896025007,2.307735387227293
9.75,34.0340361261395,0.0016070102200657736,2.2621769054457777
10.0,37.53257407264839,0.0017619005505598692,2.2175295327890616
10.25,41.029210635439625,0.001964611260810916,2.1737785781207974
10.5,44.46319048029998,0.0022253200087594084,2.130910163318474
10.75,47.77789879733736,0.002557736749169983,2.0889114166908564
11.0,50.92436980773779,0.002980129404670848,2.047770709810472
11.25,53.863755902264515,0.0035167412391277656,2.007477957089817
11.5,56.56854085222646,0.004199737169519113,1.9680250027673032
11.75,59.02252330674647,0.005071871698410987,1.9294061274565506
12.0,61.21978691736288,0.0061901507748257055,1.8916187180137107
12.25,63.16297866697785,0.007630869332402113,1.8546641594626592
12.5,64.86123035054362,0.009496560515993702,1.8185490292256532
12.75,66.32800606004939,0.011925614442918635,1.7832867046714986
13.0,67.57907148569937,0.015105627648296642,1.7488995350192307
13.25,68.63068751396649,0.01929198803500418,1.715421789259535
13.5,69.49804960252807,0.02483380004072861,1.6829036691246972
13.75,70.19393358391376,0.032210118577816735,1.6514167918231075
14.0,70.72746858009637,0.042080618506437385,1.6210616980899457
14.25,71.10293613241114,0.055356424640326474,1.5919781571931162
14.5,71.31849004558026,0.07329888945329602,1.564359325149802
14.75,71.3647063975206,0.09765670105831467,1.5384711990188824
15.0,71.22291847987704,0.13085462051777308,1.5146793064976274
15.25,70.86338714034945,0.17624979228112836,1.4934851852102
15.5,70.243530709027,0.2384724152800786,1.4755759145116163
15.75,69.30671182930074,0.32386314205173256,1.4618906463021402
16.0,67.98242235393776,0.44100321407625226,1.4537085119120565
16.25,66.18897278248154,0.6012925769061055,1.452761958924156
16.5,63.83963856406103,0.8194455694520952,1.4613776792832824
16.75,60.852221061153756,1.1136135109072685,1.4826425922143796
17.0,57.160139916125374,1.5045760653312754,1.520583360089681
17.25,52.721727933634774,2.0130570867194395,1.580332976034149
17.5,47.52585014857187,2.653790284201735,1.668235284194216
17.75,41.598022128173156,3.424774995351595,1.7918042647116208
18.0,35.019541985640316,4.2909236255199135,1.9593994695493235
18.25,27.97544762013672,5.164328494006868,2.1793820213040602
18.5,20.833421589506603,5.890629200527584,2.4583601637028867
18.75,14.204395588041688,6.263965267206673,2.7979976915423723
19.0,8.835474586328077,6.103770260250376,3.1902057248046316
19.25,5.200567860883045,5.387690256954418,3.612409496467021
19.5,3.1381306067975725,4.309093364165084,4.027530787714505
19.75,2.099898920028619,3.151932743440438,4.392385708991313
20.0,1.614999411957913,2.1352742804362124,4.672031395273765
20.25,1.4199409948323096,1.3605200801777035,4.852248007363896
20.5,1.390130152067653,0.830245584191664,4.941394861195285
20.75,1.4694918248064435,0.4941018601561382,4.960966458064865
21.0,1.6335218457938188,0.2911185353814858,4.9339660316656655
21.25,1.8729954740884829,0.17167947146178011,4.878528064665137
21.5,2.1870386808468485,0.10208752240446907,4.806837066954971
21.75,2.5800676284731825,0.06151282206621603,4.726398767387003
22.0,3.060325907684269,0.037683861235194155,4.641632160297438
22.25,3.639116832018475,0.023528686982436264,4.555083338540415
22.5,4.330343155794745,0.015000552283700196,4.46820627032323
22.75,5.150155246258693,0.009780093554448126,4.381828480681476
23.0,6.116580542800704,0.0065290005093632504,4.2964194590025535
23.25,7.249036468221088,0.004467397258572669,4.212243318055688
23.5,8.567643710412701,0.0031354178108689824,4.129445450530402
23.75,10.092270450600358,0.002258310926649821,4.048101940979568
24.0,11.841259867453907,0.0016696051881934164,3.96824797566165
24.25,13.829830504901658,0.0012669465194864603,3.8898943515852764
24.5,16.06819680378668,0.0009864461102541227,3.8130371866414414
24.75,18.559535224975377,0.0007876078193091425,3.737663705556071
25.0,21.29801150748857,0.0006443632741747108,3.66375573465999
25.25,24.26716734926851,0.0005396718804708264,3.591291842119027
25.5,27.43901088818724,0.00046222570039410174,3.520248666852114
25.75,30.774132607494145,0.0004044120535346734,3.45060175499375
26.0,34.22305516103361,0.00036103708359772876,3.382326093238362
26.25,37.7288266907989,0.000328515510014981,3.3153964531085998
26.5,41.230622081900734,0.0003043498024048564,3.2497876155698573
